image_path,ground_truth_text,crnn_prediction,cer_per_line,llm_correction,cer_before,cer_after,wer_before,wer_after,chrf_before,chrf_after
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/2_line_021.png,no Exemplar de todas las virtu-,no Etemplar de todas las virtu-,0.032258,no Exemplar de todas las virtu-,0.03225800000000000,0.0,0.16666700000000001,0.0,0.8683890000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/2_line_022.png,des) tienen abreviado el mas se-,des  tienen abreviado el mas se-,0.03125,"des, tienen abreviado el mas se-",0.03125,0.03125,0.16666700000000001,0.16666700000000001,0.877525000000000,0.8739400000000001
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_001.png,guro disseño de su edad: la Reli-,guro dilfcño gu edad la Reli-,0.242424,guro diseño en su edad la Reli-,0.24242400000000000,0.12121200000000000,0.5714290000000000,0.42857099999999998,0.43996200000000002,0.5667190000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_002.png,gion para con Dios en la devota,gion para con Dios en la deyota,0.032258,gion para con Dios en la devota,0.03225800000000000,0.0,0.14285700000000001,0.0,0.8623230000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_003.png,assistencia a los Templos; la piedad,assiftecia a los Templos la piedad,0.083333,"assistencia a los Templos, la piedad",0.08333300000000000,0.027778000000000001,0.3333330000000000,0.16666700000000001,0.6679870000000000,0.873136000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_004.png,con los Padres en la obediencia,con los Padres en la obediencia,0.0,con los Padres en la obediencia,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_005.png,"mas rendida; y la modestia, y de-","mas rendida, gla modestia, y de-",0.090909,"mas rendida, la modestia, y de-",0.09090900000000000,0.09090900000000000,0.42857099999999998,0.2857140000000000,0.8105260000000000,0.8138400000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_006.png,"seo de saber, con los mayores,","seo de saber con los mayores,",0.033333,"seo de saber con los mayores,",0.03333300000000000,0.03333300000000000,0.16666700000000001,0.16666700000000001,0.8414509999999999,0.8414509999999999
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_007.png,"gustando mas de oir, y pregun-","gustando mas de oir, y pregun-",0.0,"gustando mas de oir, y pregun-",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_008.png,"tar, que de definir, y resolver. Bien","tar, que de desinir, y resolver. Bien",0.027027,"tar, que de definir, y resolver. Bien",0.02702700000000000,0.0,0.14285700000000001,0.0,0.873136000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_009.png,que esto en vuestra infinita Sabi-,que esto en vuestra infinita Sabi-,0.0,que esto en vuestra infinita Sabi-,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_010.png,"duria fue soberana dignacion, y","duria fue soberana dignacion, y",0.0,"duria fue soberana dignacion, y",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_011.png,en la natural ignorancia de los,en la natural Ignorancia de los,0.032258,en la natural Ignorancia de los,0.03225800000000000,0.03225800000000000,0.16666700000000001,0.16666700000000001,0.8449400000000000,0.8449400000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_012.png,Niños es indispensable necessi-,PiñE e IndienIable BeceISL,0.4193550000000000,"Niños, indispensable necesi-",0.41935499999999998,0.12903200000000001,1.0,0.75,0.1804590000000000,0.742892000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_013.png,dad.,dad.,0.0,dad.,0.0,0.0,0.0,0.0,0.6666670000000000,0.6666670000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_014.png,Ni tienen solamente en Vos,ME tienen solamente en Vos,0.807692,ME tienen solamente en Vos,0.07692300000000001,0.07692300000000001,0.2,0.2,0.8966390000000000,0.8966390000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_015.png,"el disseño, la luz, y el exemplo,","el dieño, la lua, y el exemplo",0.848485,"el dueño, la luz, y el exemplo",0.12121200000000000,0.12121200000000000,0.42857099999999998,0.2857140000000000,0.6363230000000000,0.7601940000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_016.png,"sino tambien el amor, y protec-","sino tambien el amor, y protec-",0.741935,"sino tambien el amor, y protec-",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_017.png,"cion. Vos, como singular Maes-","cionos, como singular Maes-",0.8,"cionos, como singular Maes-",0.1,0.1,0.4,0.4,0.817040000000000,0.817040000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_018.png,"tro de los Niños, les dais enten-","tro de los Niños, les dais enten-",0.787879,"tro de los Niños, les dais enten-",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_019.png,"dimiento, y comunicais la sabi-","dimiento, y comunicais la sabi-",0.806452,"dimiento, y comunicais la sabi-",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_020.png,duria. Vos les prometeis el Reyno,duría. Vos les prometeis el Reyno,0.818182,duría. Vos les prometeis el Reyno,0.030303000000000000,0.030303000000000000,0.16666700000000001,0.16666700000000001,0.8790410000000000,0.8790410000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_021.png,"de los Cielos, y os indignais con","de los Cielos, y os indignais con",0.848485,"de los Cielos, y os indignais con",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_022.png,"quien les aparta de Vos, y les","quien les aparta de Vos, y les",0.833333,"quien les aparta de Vos, y les",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_023.png,proponeis por norma del can-,proponeis por norma del can-,0.928571,proponeis por norma del can-,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_024.png,"dor, inocencia, y christiana hu-","dor, inocencia, y christiana hu-",0.875,"dor, inocencia, y christiana hu-",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_025.png,mildad. Vuestro amor parece que,mildad. Vuestro amor parece que,0.870968,mildad. Vuestro amor parece que,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_026.png,"no pudo explicarse mas tierno, y","no pudo explicarse mas tierno, y",0.875,"no pudo explicarse mas tierno, y",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/3_line_027.png,"liberal con los Niños, pues no","liberal con los Niños, pues no",0.9,"liberal con los Niños, pues no",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_001.png,contento de echarles vuestras di-,contento de echarles vuestras dia,0.757576,contento de echarles vuestras dia,0.030303000000000000,0.030303000000000000,0.2,0.2,0.962106000000000,0.962106000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_002.png,"vinas bendiciones, les unisteis","divinas bendiciones, les unisteis",0.935484,"divinas bendiciones, les unisteis",0.06451600000000000,0.06451600000000000,0.25,0.25,0.9921830000000000,0.9921830000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_003.png,a vuestro sagrado pecho con sua-,a vuestro sagrado pecho con sua-,0.6875,a vuestro sagrado pecho con sua-,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_004.png,"vissimos abrazos. Dichosa edad,","vissimos abrazos. Dichosa edad,",0.741935,"vissimos abrazos. Dichosa edad,",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_005.png,que os merecio tan regalados cariños!,erecio tan regalados ca-,0.702703,crecio tan regalados ca-,0.3783780000000000,0.40540500000000002,0.6666670000000000,0.6666670000000000,0.6148010000000000,0.5794610000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_006.png,Y pues en la celestial Jeru-,pues en la celestial seru-,0.928571,pues en la celestial seru-,0.10714300000000000,0.10714300000000000,0.3333330000000000,0.3333330000000000,0.7850000000000000,0.7850000000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_007.png,salen no ha mudado de condicion,salen no ha mudado de condicion,0.806452,salen no ha mudado de condicion,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_008.png,"vuestra Benignidad, proseguid,","vuestra Benignidad, proseguid",0.9,"vuestra Benignidad, proseguid",0.03333300000000000,0.03333300000000000,0.3333330000000000,0.3333330000000000,0.9644050000000000,0.9644050000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_009.png,"o Niño tierno, y Dios Eterno,","o Niño tierno, y Dios Eterno-",0.965517,"o Niño tierno, y Dios Eterno-",0.034483000000000000,0.034483000000000000,0.16666700000000001,0.16666700000000001,0.953192000000000,0.953192000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_010.png,"proseguid en bendecirles, y favo-","proseguid en bendecirles, y favo-",0.818182,"proseguid en bendecirles, y favo-",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_011.png,recerles. Sean tan fervorosamen-,recerles. Sean tan fervorosamen-,0.84375,recerles. Sean tan fervorosamen-,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_012.png,te devotos de vuestra Admirable,te devotos de vuestra Admirable,0.806452,te devotos de vuestra Admirable,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_013.png,"MADRE, que se porten como sus","Manas, que se porten como sus",0.862069,"Manos, que se porten como sus",0.13793100000000000,0.13793100000000000,0.16666700000000001,0.16666700000000001,0.77290300000000,0.77290300000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_014.png,"hijos, y hermanos de leche con","hijos, y hermanos de leche con",0.8,"hijos, y hermanos de leche con",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_015.png,"Vos. Seran sabios, si fueren cas-","Pos. Beran sabios, si fueren cas-",0.757576,"Vos. Seran sabios, si fueren cas-",0.06060600000000000,0.0,0.3333330000000000,0.0,0.8396479999999999,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_016.png,tos; que no entra vuestra Sabi-,tos que no entra vuestra Sabi-,0.741935,tos que no entra vuestra Sabi-,0.03225800000000000,0.03225800000000000,0.16666700000000001,0.16666700000000001,0.872103000000000,0.872103000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_017.png,"duria, donde no ay mucha pure-","dura, donde no ay mucha pure-",0.766667,"dura, donde no ay mucha pure-",0.03333300000000000,0.03333300000000000,0.16666700000000001,0.16666700000000001,0.8661759999999999,0.8661759999999999
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_018.png,za de conciencia. Crezcan en,za de conciencia Crezcan en,1.0,za de conciencia Crezcan en,0.03571400000000000,0.03571400000000000,0.2,0.2,0.8336580000000000,0.8336580000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_019.png,"vuestro santo temor, y amor, co-","vuestro santo temor, y amor, co-",0.71875,"vuestro santo temor, y amor, co-",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_020.png,"como en los años, y mucho mas.","como en los años, y mucho mas",0.866667,"como en los años, y mucho mas",0.03333300000000000,0.03333300000000000,0.14285700000000001,0.14285700000000001,0.9576730000000000,0.9576730000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_021.png,"Adelantense en la virtud, como","Adelantense en la virtud, como",0.833333,"Adelantense en la virtud, como",0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_022.png,"en las letras, y mucho mas; has-","en las letras, y mucho mas, has-",0.75,"en las letras, y mucho mas, has-",0.03125,0.03125,0.14285700000000001,0.14285700000000001,0.8528760000000000,0.8528760000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_023.png,"ta que lleguen, por vuesetra imi-","ta que lleguen, por vuestra imi-",0.787879,"ta que lleguen, por vuestra imi-",0.030303000000000000,0.030303000000000000,0.16666700000000001,0.16666700000000001,0.8609750000000000,0.8609750000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_024.png,"tacion, a ser varones perfectos,","tacion, a ser varones perfectos",0.8125,"tacion, a ser varones perfectos",0.03125,0.03125,0.2,0.2,0.9644050000000000,0.9644050000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_025.png,"y consumados, agradables a","yconfumados, agradables a",0.846154,"y consumados, agradables a",0.07692300000000001,0.0,0.5,0.0,0.8303030000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_026.png,"vuestros ojos, y provechosos a","ruestros ojos, y provechosos a",0.966667,"vuestros ojos, y provechosos a",0.03333300000000000,0.0,0.2,0.0,0.9572200000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/4_line_027.png,"la Republica, que libra casi to-","la Eepublica, que libra casi to-",0.71875,"la Republica, que libra casi to-",0.03125,0.0,0.16666700000000001,0.0,0.8957070000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/5_line_001.png,da su felizidad en la acertada,da su felizidad en la acertada,0.833333,da su felizidad en la acertada,0.0,0.0,0.0,0.0,1.0,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/5_line_002.png,"crianza de la niñez. Assi sea,",crlanra de la Niñies. M ea,0.833333,crianza de la Niñez. M ea,0.36666700000000002,0.23333300000000001,0.6666670000000000,0.5,0.22469500000000001,0.5115630000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/5_line_003.png,"Divinissimo Niño, por vuestra","Dirinissimo Niño, por vuestra",0.724138,"Divinissimo Niño, por vuestra",0.034483000000000000,0.0,0.25,0.0,0.8911470000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/5_line_004.png,"gracia, assi sea, a vuestra ma-","gracia, assl sea, A vuestra ma",0.870968,"gracia, assi sea, A vuestra ma",0.0967740000000000,0.06451600000000000,0.5,0.3333330000000000,0.6578000000000001,0.8055790000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_001.png,yor gloria. Amen.,yor gloria. Aen.,1.117647,yor gloria. Amen.,0.058824000000000001,0.0,0.3333330000000000,0.0,0.7497720000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_002.png,CENSURA DEL R. P. ANTONIO CO-,DENUR DL R R ANTON CO,1.103448,DON DEL R. R. ANTON CON,0.3448280000000000,0.3448280000000000,1.0,0.6666670000000000,0.22441700000000001,0.31856299999999999
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_003.png,"dorniu de la Compañía de jesus, Maes-",dornla de la Compaila de Vesus. Mes,0.864865,dornla de la Compañia de Jesus. Mes,0.21621599999999999,0.1891890000000000,0.5714290000000000,0.5714290000000000,0.4047000000000000,0.44016499999999997
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_004.png,"tro que fue de Theologia, Examinador",ero que sud de Theologla. Eaaminador,0.916667,ero que fue de Theologia. Examinador,0.16666700000000001,0.05555600000000000,0.6666670000000000,0.3333330000000000,0.5212760000000000,0.8379210000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_005.png,"Synodal de los Obispados de Gerona, Ur-","Eynodal de los Obispados de Derona, Eya",0.794872,"Sinodal de los Obispados de Gerona, y",0.1282050000000000,0.10256400000000000,0.42857099999999998,0.2857140000000000,0.7501710000000000,0.8512410000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_006.png,"gel, y Barcelona, Oc.","geBarzelona, Ce.",1.285714,"de Barcelona, Ce.",0.38095200000000001,0.3333330000000000,1.0,0.75,0.31738100000000002,0.5057150000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_007.png,DE orden del Ilustre Señor Don Fran-, onden del nulite sesiar Don Prans,0.805556,Orden del inclito Señor Don Francisco,0.4166670000000000,0.4444440000000000,0.7142860000000000,0.5714290000000000,0.2562100000000000,0.5217710000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_008.png,"cisco Drechos, Canonigo, y Sacristan","cisco de Bastero y de Vlana, Dr, en",0.166667,"de Bastero y de Viana, Dr. en",0.7222220000000000,0.8055560000000000,1.2,1.4,0.17819699999999999,0.09699700000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_009.png,"Dignidad de la Santa Iglesia de Gerona, y","Dignidad de la Santa Iglesua de Cerona, yue",0.097561,"Dignidad de la Santa Iglesia de Gerona, y",0.0975610000000000,0.0,0.375,0.0,0.783308000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_010.png,Vicario General por el Ilustrissimo Señor,icario Ceneral por el Iustrissimo Señor,0.073171,Vicario General por el Ilustrissimo Señor,0.07317100000000000,0.0,0.5,0.0,0.7598620000000000,1.0
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_011.png,"D. Balthasar de Bastero y lledo, Obispo","D. Balchasar de Bastero y Eledo, bispo",0.076923,"D. Baltasar de Bastero y Toledo, Obispo",0.07692300000000001,0.07692300000000001,0.42857099999999998,0.2857140000000000,0.6472890000000000,0.7634630000000000
/home/hemanth/Documents/RenAIssance/Test1/Data/ocr_dataset/val/images/buendia_-_instruccion_transcription/6_line_012.png,"de Gerona, del Consejo de su Magestad, & c.","de Cerona, del Consejo de su Magestad, ecen",0.1162790000000000,"de Gerona, del Consejo de su Magestad, etc.",0.11627899999999999,0.046511999999999998,0.3333330000000000,0.2222220000000000,0.8315000000000000,0.9190300000000000
